date,fomc_day,fomc_week,Mkt-RF,bus_week
1944-12-20,7,1,-0.66,-1.108414422902726
1944-12-21,8,1,-0.23,-1.2378276111956743
1944-12-22,9,2,0.34,0.06883839615343668
1944-12-25,10,2,0.0,1.036217041202958
1944-12-26,11,2,-0.56,1.036217041202958
1944-12-27,12,2,-0.79,1.8998612938680992
1944-12-28,13,2,1.09,3.676766444945523
1944-12-29,14,3,1.31,2.8460395597896815
1945-01-01,15,3,0.0,1.3740549841140703
1945-01-02,16,3,0.29,2.5398566164313907
1945-01-03,17,3,0.94,2.2740239040944354
1945-01-04,18,3,0.28,1.9295304611838704
1945-01-05,19,4,-0.14,1.63476017963482
1945-01-08,20,4,1.15,1.5533383809729573
1945-01-09,21,4,0.03,-0.18356004116331093
1945-01-10,22,4,0.6,-0.2134959923655977
1945-01-11,23,4,-0.01,-0.06470895855699155
1945-01-12,24,5,-0.22,-0.5144627436220017
1945-01-15,25,5,-0.58,-1.1525740268860107
1945-01-16,26,5,0.0,-0.904013812711002
1945-01-17,27,5,0.75,-1.3202169546976172
1945-01-18,28,5,-0.46,-1.9960387939160662
1945-01-19,29,6,-0.86,-0.8145564406178751
1945-01-22,30,6,-0.33,0.8361998824906625
1945-01-23,31,6,-0.42,1.3015821634773772
1945-01-24,32,6,0.06,1.1286431298582755
1945-01-25,33,6,0.74,1.249924732652441
1945-01-26,34,7,0.79,0.8378493987196478
1945-01-29,35,7,0.13,0.8578588935899356
1945-01-30,36,7,-0.59,1.1499669439158922
1945-01-31,37,7,0.18,1.9334442052257872
1945-02-01,38,7,0.33,2.004669410799398
1945-02-02,39,8,0.81,1.7199957594984605
1945-02-05,40,8,0.42,0.4385316724578425
1945-02-06,41,8,0.18,0.018454164964976094
1945-02-07,42,8,0.25,1.0467932325424867
1945-02-08,43,8,0.05,1.3491776511934894
1945-02-09,44,9,-0.46,1.9569688215155034
1945-02-12,45,9,0.0,2.3769241883712766
1945-02-13,46,9,1.21,2.9911857335015
1945-02-14,47,9,0.55,1.9837628120888962
1945-02-15,48,9,0.65,1.34477951450942
1945-02-16,49,10,-0.05,0.6902926125280207
1945-02-19,50,10,0.6,0.5895519495839885
1945-02-20,51,10,0.22,-0.22036392595440324
1945-02-21,-6,-1,-0.08,0.247570906961192
1945-02-22,-5,-1,0.0,1.0401607890318632
1945-02-23,-4,-1,-0.15,1.3533852874778818
1945-02-26,-3,-1,-0.21,0.9778144055913485
1945-02-27,-2,-1,0.69,1.6861466040472672
1945-02-28,-1,0,0.71,1.4639700994004023
1945-03-01,0,0,0.31,0.6982803240499491
1945-03-02,1,0,-0.52,-1.3897709477477482
1945-03-05,2,0,0.49,-2.7378802311319728
1945-03-06,3,0,0.47,-2.6217348000217466
1945-03-07,4,1,-0.05,-3.1063484419047827
1945-03-08,5,1,-1.77,-2.8252162863085184
1945-03-09,6,1,-1.88,-0.6191716188797103
1945-03-12,7,1,0.61,1.4470420979719512
1945-03-13,8,1,-0.03,0.20680890265831753
1945-03-14,9,2,0.24,-0.885773088978159
1945-03-15,10,2,0.46,-2.151397694386248
1945-03-16,11,2,0.16,-2.5897002131750724
1945-03-19,12,2,-0.62,-2.414641767072545
1945-03-20,13,2,-1.12,-3.5340552143007242
1945-03-21,14,3,-1.04,-1.9926293166328102
1945-03-22,15,3,0.01,-0.11091949146710967
1945-03-23,16,3,0.34,0.14876614929097975
1945-03-26,17,3,-1.76,-0.19058585878912737
1945-03-27,18,3,0.46,2.389991420513349
1945-03-28,19,4,0.86,2.196341227701315
1945-03-29,20,4,0.27,1.2033567501765319
1945-03-30,21,4,0.0,0.1435828937121464
1945-04-02,22,4,0.78,0.6342864498913192
1945-04-03,23,4,0.27,-0.29436890234521007
1945-04-04,24,5,-0.12,-0.05571974044793482
1945-04-05,25,5,-0.78,1.1450525494145047
1945-04-06,26,5,0.49,2.1950364652167265
1945-04-09,27,5,-0.15,2.4187692547714246
1945-04-10,28,5,0.51,4.408678241794539
1945-04-11,29,6,1.08,4.045102106239562
1945-04-12,30,6,0.25,3.7877685533452388
1945-04-13,31,6,0.71,2.9284782999858594
1945-04-16,32,6,1.79,2.141516446237568
1945-04-17,33,6,0.16,0.8269925583844095
1945-04-18,34,7,0.83,1.139056932317084
1945-04-19,35,7,-0.58,0.14602245485013654
1945-04-20,36,7,-0.06,0.42806717711285636
1945-04-23,37,7,0.48,0.9104113060403263
1945-04-24,38,7,0.47,0.6693832535577648
1945-04-25,39,8,-0.16,-0.2223829562129631
1945-04-26,40,8,-0.3,-0.16242044597030159
1945-04-27,41,8,0.42,0.8189318906691057
1945-04-30,42,8,0.24,0.8088921643306435
1945-05-01,43,8,-0.42,0.5675300921095916
1945-05-02,44,9,-0.1,0.9109018558303816
1945-05-03,45,9,0.68,0.14321131118142372
1945-05-04,46,9,0.41,-1.647191751592958
1945-05-07,47,9,0.0,-1.9018648931584003
1945-05-08,48,9,-0.08,-2.2452083660323363
1945-05-09,49,10,-0.86,-1.9027926627508296
1945-05-10,50,10,-1.12,-0.6956250921290374
1945-05-11,51,10,0.15,0.9212847339396424
1945-05-14,52,10,-0.35,1.2941342132362976
1945-05-15,53,10,0.27,1.2534742496785212
1945-05-16,54,11,0.36,0.8798451934066476
1945-05-17,55,11,0.49,-0.29621517801907693
1945-05-18,56,11,0.52,-0.7129291756828415
1945-05-21,57,11,-0.39,-0.5647690023477203
1945-05-22,58,11,-0.1,0.6031781943920844
1945-05-23,59,12,-0.81,1.2678238160968025
1945-05-24,60,12,0.07,2.094791628285897
1945-05-25,61,12,0.67,1.59487708948447
1945-05-28,62,12,0.78,1.0700997368816134
1945-05-29,63,12,0.56,0.3079120428944204
1945-05-30,64,13,0.0,-0.16090974171341088
1945-05-31,65,13,-0.42,-0.6201695569015286
1945-06-01,66,13,0.15,-0.08125503150211433
1945-06-04,67,13,0.02,-0.2708163050319623
1945-06-05,68,13,0.09,-0.5599731063871016
1945-06-06,69,14,-0.46,-0.5202328618497232
1945-06-07,70,14,0.12,0.35923463947209466
1945-06-08,71,14,-0.04,0.7301187467094294
1945-06-11,72,14,-0.27,1.0122759420783556
1945-06-12,-6,-1,0.13,1.0122759420783334
1945-06-13,-5,-1,0.42,0.9920997159838629
1945-06-14,-4,-1,0.49,1.1228403350147298
1945-06-15,-3,-1,0.24,1.0926514086533778
1945-06-18,-2,-1,-0.27,0.7900995788190146
1945-06-19,-1,0,0.11,1.4874340690364862
1945-06-20,0,0,0.55,1.5685348054815806
1945-06-21,1,0,0.46,0.9826596171456536
1945-06-22,2,0,-0.06,-1.4901389360912232
1945-06-25,3,0,0.42,-2.2688340555678144
1945-06-26,4,1,0.19,-2.2785662967492737
1945-06-27,5,1,-0.03,-2.415116857867705
1945-06-28,6,1,-2.0,-2.385832607650007
1945-06-29,7,1,-0.85,-1.6686672961960025
1945-07-02,8,1,0.41,-0.5281626808720241
1945-07-03,9,2,0.05,-0.03283434047200995
1945-07-04,10,2,0.0,0.26691728069601073
1945-07-05,11,2,-1.28,-0.12412369669870804
1945-07-06,12,2,0.3,1.3630879946085583
1945-07-09,13,2,0.91,0.716304581681837
1945-07-10,14,3,0.35,-0.9205474598795282
1945-07-11,15,3,-0.39,-3.2901606745909473
1945-07-12,16,3,0.19,-3.251325280825079
1945-07-13,17,3,-0.34,-2.8071253569721955
1945-07-16,18,3,-0.73,-2.465789754673786
1945-07-17,19,4,-2.05,-2.54439091131351
1945-07-18,20,4,-0.35,-0.3952932530025155
1945-07-19,21,4,0.65,0.8741295023280138
1945-07-20,22,4,0.01,-1.5813262083595458
1945-07-23,23,4,-0.81,-1.2664179430528222
1945-07-24,24,5,0.11,0.4456675609087801
1945-07-25,25,5,0.92,0.7767740467253592
1945-07-26,26,5,-1.8,-0.08200543880958477
1945-07-27,27,5,0.33,1.4035370465197206
1945-07-30,28,5,0.91,1.5753560567649982
1945-07-31,29,6,0.44,0.7700812094216802
1945-08-01,30,6,0.06,-0.9957027703531129
1945-08-02,31,6,-0.34,-0.7582349377015629
1945-08-03,32,6,0.5,1.273203961827729
1945-08-06,33,6,0.11,0.7592802402303978
1945-08-07,34,7,-1.32,-0.2572702846186159
1945-08-08,35,7,0.3,1.7743763178126315
1945-08-09,36,7,1.7,1.4699664185569672
1945-08-10,37,7,-0.01,-0.2261883790000141
1945-08-13,38,7,-0.9,-0.5654532650000044
1945-08-14,39,8,0.69,-1.006938638999988
1945-08-15,40,8,0.0,-1.4001973990000027
1945-08-16,41,8,0.0,-0.7297187413132122
1945-08-17,42,8,-0.35,1.0273652369655384
1945-08-20,43,8,-1.34,2.5987893826484143
1945-08-21,44,9,0.29,5.541771076880075
1945-08-22,45,9,0.68,5.47862912589181
1945-08-23,46,9,1.77,4.766218837794778
1945-08-24,47,9,1.2,3.2941180916215895
1945-08-27,48,9,1.49,3.1001864469831775
1945-08-28,49,10,0.23,1.586546898199992
1945-08-29,50,10,0.0,1.4243814037999902
1945-08-30,51,10,0.34,1.5055209089230193
1945-08-31,52,10,1.01,2.3350457957609594
1945-09-03,53,10,0.0,1.4637643445743809
1945-09-04,54,11,0.07,1.6971310025668984
1945-09-05,55,11,0.08,1.9918463817089727
1945-09-06,56,11,1.16,2.481015908719586
1945-09-07,57,11,0.15,1.3666513624602583
1945-09-10,58,11,0.23,0.7694838706594709
1945-09-11,59,12,0.36,0.09587762309541947
1945-09-12,60,12,0.56,1.552035268867824
1945-09-13,61,12,0.06,1.9862772653436833
1945-09-14,62,12,-0.44,2.4041702663310183
1945-09-17,63,12,-0.44,2.5275983542373925
1945-09-18,64,13,1.82,3.042501921705454
1945-09-19,65,13,0.99,1.3524510652013433
1945-09-20,66,13,0.47,0.2585390772711582
1945-09-21,67,13,-0.32,-0.41005076230056225
1945-09-24,68,13,0.06,0.7688832274715507
1945-09-25,69,14,0.15,1.5544092010616462
1945-09-26,70,14,-0.1,1.5442689704874057
1945-09-27,71,14,-0.2,1.645914885372779
1945-09-28,72,14,0.86,1.9107238820681438
1945-10-01,73,14,0.84,1.4762442938340836
1945-10-02,74,15,0.14,1.1340990830059905
1945-10-03,75,15,0.0,1.2249925213669854
1945-10-04,76,15,0.06,1.6602599892088676
1945-10-05,77,15,0.43,1.609460339004376
1945-10-08,78,15,0.5,1.1744103743944967
1945-10-09,-6,-1,0.23,1.023403791746147
1945-10-10,-5,-1,0.43,0.7915831505000082
1945-10-11,-4,-1,0.01,0.7213311260000133
1945-10-12,-3,-1,0.0,0.9529670240000065
1945-10-15,-2,-1,0.35,0.10496210099841807
1945-10-16,-1,0,0.0,0.24462024443774322
1945-10-17,0,0,0.36,-0.5072144073955398
1945-10-18,1,0,0.24,-2.063647980336847
1945-10-19,2,0,-0.84,-1.7314616307090636
1945-10-22,3,0,0.49,-0.36386801483955233
1945-10-23,4,1,-0.75,-1.553671561283887
1945-10-24,5,1,-1.21,-0.8692587993421985
1945-10-25,6,1,0.58,1.7898814393635831
1945-10-26,7,1,0.54,2.4780611905941052
1945-10-29,8,1,-0.71,2.0805433482991686
1945-10-30,9,2,-0.06,3.4273608705700065
1945-10-31,10,2,1.44,3.489454543295989
1945-11-01,11,2,1.26,3.2242016038119825
1945-11-02,12,2,0.15,1.827626883318012
1945-11-05,13,2,0.6,1.7056167462636163
1945-11-06,14,3,0.0,1.0990226105999978
1945-11-07,15,3,1.18,0.7653958359850277
1945-11-08,16,3,-0.11,-0.7085395844266928
1945-11-09,17,3,0.03,0.13636722659779998
1945-11-12,18,3,0.0,0.8371115738798229
1945-11-13,19,4,-0.33,0.6959396176763999
1945-11-14,20,4,-0.3,1.5243801763850762
1945-11-15,21,4,0.74,0.6588262832062819
1945-11-16,22,4,0.73,-0.08057744371029463
1945-11-19,23,4,-0.14,-1.7569779611343983
1945-11-20,24,5,0.49,-0.3599712387712284
1945-11-21,25,5,-1.15,0.42334673039357007
1945-11-22,26,5,0.0,1.4087857423155103
1945-11-23,27,5,-0.96,1.5203354066320784
1945-11-26,28,5,1.28,3.580673392974232
1945-11-27,29,6,1.28,3.1715870051662653
1945-11-28,30,6,-0.18,1.7658130116124937
1945-11-29,31,6,0.11,2.0614660448059263
1945-11-30,32,6,1.05,2.683356907730028
1945-12-03,33,6,0.88,1.9313956597169613
1945-12-04,34,7,-0.1,1.3251423151905195
1945-12-05,35,7,0.11,1.2338584031948319
1945-12-06,36,7,0.72,-0.3537667860271765
1945-12-07,37,7,0.31,-1.4519331766895238
1945-12-10,38,7,0.28,-1.540352337432216
1945-12-11,39,8,-0.19,-4.328798681286317
1945-12-12,40,8,-1.46,-3.4565334453377283
1945-12-13,41,8,-0.39,-1.879153892333807
1945-12-14,42,8,0.22,-2.056462920537594
1945-12-17,43,8,-2.56,-2.3594213768799888
1945-12-18,44,9,0.72,0.20584834064043545
1945-12-19,45,9,0.15,-0.510476230500001
1945-12-20,46,9,-0.57,0.532599155999991
1945-12-21,47,9,-0.09,0.46182291200000947
1945-12-24,48,9,0.0,0.6227066239999912
1945-12-25,49,10,0.0,0.5925198120128039
1945-12-26,50,10,1.2,0.5925198120128039
1945-12-27,51,10,-0.64,-1.1072154535854417
1945-12-28,52,10,0.07,-0.7389552856891801
1945-12-31,53,10,-0.03,-0.9770151510977265
1946-01-01,54,11,0.0,-0.8185308300431626
1946-01-02,55,11,-0.51,1.264280022525921
1946-01-03,56,11,-0.27,3.269412514679648
1946-01-04,57,11,-0.17,4.1909985684053686
1946-01-07,58,11,0.13,4.691967007880837
1946-01-08,59,12,2.1,6.072106790667231
1946-01-09,60,12,1.46,4.118967116167194
1946-01-10,61,12,0.62,2.7746358829503714
1946-01-11,62,12,0.31,1.8757919197522455
1946-01-14,63,12,1.45,1.3781432502209867
1946-01-15,64,13,0.22,-1.8295831158037457
1946-01-16,65,13,0.15,-1.437763451528351
1946-01-17,66,13,-0.26,-0.483141689651001
1946-01-18,67,13,-0.18,0.1853593637672457
1946-01-21,68,13,-1.76,0.225505771045853
1946-01-22,69,14,0.62,4.357359378260184
1946-01-23,70,14,1.12,3.9528734891971284
1946-01-24,71,14,0.41,2.3080495415832347
1946-01-25,72,14,-0.14,1.6355735661082393
1946-01-28,73,14,2.29,2.358197812372387
1946-01-29,74,15,0.23,-0.4736889782133158
1946-01-30,75,15,-0.48,-0.3446016746831204
1946-01-31,76,15,-0.25,-0.49480575174095653
1946-02-01,77,15,0.57,-0.29529659034094324
1946-02-04,78,15,-0.54,-1.1677251376264186
1946-02-05,79,16,0.36,-1.2174095709978294
1946-02-06,80,16,-0.63,-1.571751266438648
1946-02-07,81,16,-0.05,-2.096728340291798
1946-02-08,82,16,-0.31,-1.3033151332446424
1946-02-11,83,16,-0.59,0.854963259869268
1946-02-12,84,17,0.0,-0.017537176741599936
1946-02-13,85,17,-1.16,-3.3169584499091354
1946-02-14,86,17,0.76,-3.825610631273435
1946-02-15,87,17,1.87,-2.613408621564406
1946-02-18,88,17,-1.45,-4.401107903764001
1946-02-19,89,18,-3.3,-7.3306731410104025
1946-02-20,90,18,-1.68,-4.6282170733542465
1946-02-21,-6,-1,2.03,-1.0003644681299328
1946-02-22,-5,-1,0.0,-2.4364074024352034
1946-02-25,-4,-1,-4.47,-2.6315345876303353
1946-02-26,-3,-1,-0.48,1.8225656306472215
1946-02-27,-2,-1,2.06,3.551666674817189
1946-02-28,-1,0,0.55,1.1267354250345862
1946-03-01,0,0,-0.2,1.3479973026428116
1946-03-04,1,0,-0.1,2.3330429678087627
1946-03-05,2,0,1.21,1.5238026880833866
1946-03-06,3,0,-0.33,0.6310432335591809
1946-03-07,4,1,0.77,-0.6915881162548265
1946-03-08,5,1,0.77,-1.5095496312246492
1946-03-11,6,1,-0.89,-1.2163360248871435
1946-03-12,7,1,0.32,0.39832985786620867
1946-03-13,8,1,-1.64,-0.3122245101470078
1946-03-14,9,2,-0.06,2.1505784020158902
1946-03-15,10,2,1.07,2.8149557880606135
1946-03-18,11,2,0.73,1.9909712804091928
1946-03-19,12,2,-0.39,2.770610393741002
1946-03-20,13,2,0.79,3.1833023338825095
1946-03-21,14,3,0.59,1.7193463626804961
1946-03-22,15,3,0.26,1.0013750343426553
1946-03-25,16,3,1.5,1.4949983513866227
1946-03-26,17,3,0.01,-0.11492231211809312
1946-03-27,18,3,-0.64,-0.01504722193922392
1946-03-28,19,4,-0.12,2.0981613210753203
1946-03-29,20,4,0.75,3.3145891541958683
1946-04-01,21,4,-0.11,2.4839706210454837
1946-04-02,22,4,0.11,2.6481255444549268
1946-04-03,23,4,1.46,3.652971843861219
1946-04-04,24,5,1.07,1.9673084933548912
1946-04-05,25,5,-0.06,0.6255006344832115
1946-04-08,26,5,0.05,0.6557064081377462
1946-04-09,27,5,1.09,0.6054037062846129
1946-04-10,28,5,-0.19,0.7447325866771326
1946-04-11,29,6,-0.26,0.9768865641837765
1946-04-12,30,6,-0.03,1.6248232736391088
1946-04-15,31,6,0.0,1.6553198696000138
1946-04-16,32,6,1.23,1.5739956137043265
1946-04-17,33,6,0.04,0.08896633870401072
1946-04-18,34,7,0.38,-0.7014203406999986
1946-04-19,35,7,0.0,-1.6214012042499948
1946-04-22,36,7,-0.08,-1.395130427019775
1946-04-23,37,7,-0.25,-1.2174995570924718
1946-04-24,38,7,-0.75,-0.6926401562429407
1946-04-25,39,8,-0.55,-0.17233963111696893
1946-04-26,40,8,0.23,-0.0016940578368318526
1946-04-29,41,8,0.1,-1.0093593177548654
1946-04-30,42,8,0.28,-1.7906041343280221
1946-05-01,43,8,-0.23,-0.5957949704257559
1946-05-02,44,9,-0.38,-0.2470782042600428
1946-05-03,45,9,-0.78,0.2636022827488427
1946-05-06,46,9,-0.69,2.5877938293153324
1946-05-07,47,9,1.5,3.1766070654719147
1946-05-08,48,9,0.12,1.4078652300638206
1946-05-09,49,10,0.13,0.6684750820619589
1946-05-10,50,10,1.52,1.0806799635524555
1946-05-13,51,10,-0.12,-0.49248270727508814
1946-05-14,52,10,-0.24,0.33442197186950295
1946-05-15,53,10,-0.61,0.8674737325460313
1946-05-16,54,11,0.54,1.9736770363841583
1946-05-17,55,11,-0.06,1.3549785781367563
1946-05-20,56,11,0.71,1.3955449093667527
1946-05-21,57,11,0.29,1.5667021195205466
1946-05-22,58,11,0.48,2.4275227078304207
1946-05-23,59,12,-0.07,2.121708050064197
1946-05-24,60,12,-0.02,2.1932433203884827
1946-05-27,61,12,0.88,2.152357845965458
1946-05-28,62,12,1.14,0.6840695938178376
1946-05-29,63,12,0.18,-1.0182218735089288
1946-05-30,64,13,0.0,-1.7987729288086785
1946-05-31,-6,-1,-0.06,-1.8184131742229104
1946-06-03,-5,-1,-0.57,-1.6317561650484036
1946-06-04,-4,-1,-0.57,-0.8897649865689417
1946-06-05,-3,-1,-0.61,-1.2286715530435033
1946-06-06,-2,-1,-0.02,-0.542966586463367
1946-06-07,-1,0,0.13,0.04394729345247317
1946-06-10,0,0,0.18,-0.22582066589271754
1946-06-11,1,0,-0.91,-0.3254155743915299
1946-06-12,2,0,0.08,-0.9893092641776069
1946-06-13,3,0,0.57,-1.6818300826735522
1946-06-14,4,1,-0.14,-4.252942610092947
1946-06-17,5,1,0.08,-3.3612466019554255
1946-06-18,6,1,-1.57,-3.1101866910492215
1946-06-19,7,1,-0.62,-2.194738896907933
1946-06-20,8,1,-2.06,-1.9388587611985253
1946-06-21,9,2,0.79,1.895878536581841
1946-06-24,10,2,0.34,1.3398438784300692
1946-06-25,11,2,-0.64,1.6832318285861847
1946-06-26,12,2,-0.36,2.10281843335387
1946-06-27,13,2,1.77,2.3589977248868133
1946-06-28,14,3,0.24,0.5787537829289535
1946-07-01,15,3,0.68,0.16736821777532107
1946-07-02,16,3,-0.23,-0.7578965065247578
1946-07-03,17,3,-0.11,-0.16107118732974213
1946-07-04,18,3,0.0,0.21873452844576313
1946-07-05,19,4,-0.17,-0.2623153972907799
1946-07-08,20,4,-0.25,-0.9416865836059496
1946-07-09,21,4,0.37,-2.431285281596851
1946-07-10,22,4,0.27,-2.985376816811436
1946-07-11,23,4,-0.48,-2.762844022036015
1946-07-12,24,5,-0.85,-2.342707596488125
1946-07-15,25,5,-1.75,-1.8994823662149996
1946-07-16,26,5,-0.2,-0.5415515368822232
1946-07-17,27,5,0.5,-3.3220031522338767
1946-07-18,28,5,-0.05,-3.783748808820242
1946-07-19,29,6,-0.4,-3.0521394951104175
1946-07-22,30,6,-0.39,-2.088501122622044
1946-07-23,31,6,-2.99,-1.3119718171996086
1946-07-24,32,6,0.02,2.3401261229741177
1946-07-25,33,6,0.71,3.4349465084128727
1946-07-26,34,7,0.59,3.219264463265703
1946-07-29,35,7,0.4,2.7061952493117047
1946-07-30,36,7,0.6,1.7855221843278368
1946-07-31,37,7,1.09,0.8243268953108229
1946-08-01,38,7,0.5,0.5749839165411164
1946-08-02,39,8,0.09,0.5749839165411386
1946-08-05,40,8,-0.5,0.23333645394123526
1946-08-06,41,8,-0.35,0.8679796897802738
1946-08-07,42,8,0.84,1.8498355884163598
1946-08-08,43,8,0.5,0.9509229181100531
1946-08-09,44,9,-0.25,-0.5156278028893624
1946-08-12,45,9,0.13,-1.0741365590836494
1946-08-13,46,9,0.62,-1.469326266228066
1946-08-14,47,9,-0.05,-1.4791186210018292
1946-08-15,48,9,-0.96,-2.1986808361761256
1946-08-16,49,10,-0.81,-2.8306764365885417
1946-08-19,50,10,-0.27,-1.4689932048802867
1946-08-20,51,10,0.61,-1.765386487127718
1946-08-21,52,10,-0.78,-5.583071993889776
1946-08-22,53,10,-1.6,-5.744842582088117
1946-08-23,54,11,0.58,-3.857823678497796
1946-08-26,55,11,-0.57,-4.871054011573872
1946-08-27,56,11,-3.3,-4.325710561775997
1946-08-28,57,11,-0.95,-7.887524853167993
1946-08-29,58,11,0.37,-7.710832573734394
1946-08-30,59,12,-0.48,-4.842025137548811
1946-09-02,60,12,0.0,-5.425288448100418
1946-09-03,61,12,-6.9,-10.428290689195896
1946-09-04,62,12,-0.76,-6.2142833123825625
1946-09-05,63,12,3.49,-2.7081868904653805
1946-09-06,64,13,-1.09,-5.8763520289244475
1946-09-09,65,13,-5.29,-3.0786215159837815
1946-09-10,66,13,-2.52,3.1024061056344143
1946-09-11,67,13,2.95,5.048532769918035
1946-09-12,68,13,0.12,-1.2166249882878732
1946-09-13,69,14,1.85,-4.206173792577617
1946-09-16,70,14,0.75,-3.717093874778288
1946-09-17,71,14,-0.68,-5.962898633034097
1946-09-18,72,14,-3.19,-3.69055627217304
1946-09-19,73,14,-2.91,1.8506440332086038
1946-09-20,74,15,2.37,6.046777271779313
1946-09-23,75,15,-1.6,2.876872627336202
1946-09-24,76,15,1.72,3.4205308973180415
1946-09-25,-6,-1,2.38,1.3464266598963937
1946-09-26,-5,-1,1.09,-0.06913683027406359
1946-09-27,-4,-1,-0.69,-1.5815932616686679
1946-09-30,-3,-1,-1.08,-2.0077327732735517
1946-10-01,-2,-1,-0.32,-1.036923817731794
1946-10-02,-1,0,0.95,-1.8013857826228996
1946-10-03,0,0,-0.44,-5.507544476711113
1946-10-04,1,0,-1.12,-3.9225464782791097
1946-10-07,2,0,-0.1,-0.822960346257573
1946-10-08,3,0,-1.09,0.21944097142441166
1946-10-09,4,1,-2.86,5.2147078199647146
1946-10-10,5,1,1.23,8.074156333910643
1946-10-11,6,1,2.07,4.8926786506640285
1946-10-14,7,1,0.95,2.508520578071338
1946-10-15,8,1,3.84,1.7977136003134886
1946-10-16,9,2,-0.22,-2.554962135293115
1946-10-17,10,2,-1.75,-3.2288153736840686
1946-10-18,11,2,-0.25,-1.3968112677812727
1946-10-21,12,2,0.25,-1.643937054077571
1946-10-22,13,2,-0.6,-3.606152773696969
1946-10-23,14,3,-0.91,-3.9067774481451933
1946-10-24,15,3,0.11,-3.0824839859484476
1946-10-25,16,3,-0.5,-0.061980040649867174
1946-10-28,17,3,-1.75,2.2983651543699413
1946-10-29,18,3,-0.91,4.911789037702974
1946-10-30,19,4,-0.06,5.875253847717188
1946-10-31,20,4,3.23,2.0084870221801943
1946-11-01,21,4,1.85,-0.7484991135544128
1946-11-04,22,4,0.76,-1.986097602761927
1946-11-05,23,4,0.0,-2.7253846792000047
1946-11-06,24,5,-3.71,-3.163120448143597
1946-11-07,25,5,0.44,-0.2265362930764181
1946-11-08,26,5,0.58,-0.11726627109548415
1946-11-11,27,5,0.0,-1.6167982648382373
1946-11-12,28,5,-0.45,-2.521923720801722
1946-11-13,29,6,-0.79,-2.4925481076588207
1946-11-14,30,6,0.55,-2.3746074340666445
1946-11-15,31,6,-0.93,-4.598000263265922
1946-11-18,32,6,-0.92,-4.193550481400288
1946-11-19,33,6,-0.42,-3.5843653461891667
1946-11-20,34,7,-0.67,-1.9383864456922972
1946-11-21,35,7,-1.74,-0.3983067402184459
1946-11-22,36,7,-0.51,1.3654521267876696
1946-11-25,37,7,-0.29,2.924293636024644
1946-11-26,38,7,1.28,1.633998108544632
1946-11-27,39,8,0.89,0.7308523907554321
1946-11-28,40,8,0.0,1.599480020648958
1946-11-29,41,8,1.02,1.040682880535404
1946-12-02,42,8,-1.54,0.460564131072827
1946-12-03,43,8,0.38,5.205045374313588
1946-12-04,44,9,1.76,4.754376221982892
1946-12-05,45,9,-0.55,3.0970005761751906
1946-12-06,46,9,0.44,2.474997556107783
1946-12-09,47,9,3.11,2.189324524290659
1946-12-10,48,9,-0.05,-0.9721917712431027
1946-12-11,49,10,0.15,-1.3288702200910385
1946-12-12,50,10,-1.15,-1.250051544280828
1946-12-13,51,10,0.16,1.367296609021973
1946-12-16,52,10,-0.08,1.5089841242502233
1946-12-17,53,10,-0.41,0.8283294068438307
1946-12-18,54,11,0.23,1.081437975492383
1946-12-19,55,11,1.47,0.8494841619199667
1946-12-20,56,11,0.3,-1.396695341440024
1946-12-23,57,11,-0.75,-1.8390830492799992
1946-12-24,58,11,-0.16,-1.2357766579455975
1946-12-25,59,12,0.0,-0.33558191394248427
1946-12-26,60,12,-0.79,-0.33558191394248427
1946-12-27,61,12,-0.15,-0.12462003713499259
1946-12-30,62,12,-0.14,0.16545367532601052
1946-12-31,63,12,0.75,1.148451318043997
1947-01-01,64,13,0.0,-0.3273623140902293
1947-01-02,65,13,-0.58,-0.15791883002418405
1947-01-03,66,13,0.14,0.6354350638028139
1947-01-06,67,13,0.84,-0.7212439589266872
1947-01-07,68,13,-0.72,-3.143157285593101
1947-01-08,69,14,0.17,-2.1285408832665054
1947-01-09,70,14,0.21,-2.8027078672991257
1947-01-10,71,14,-1.21,-3.0936886839821875
1947-01-13,72,14,-1.62,-0.2391754141207625
1947-01-14,73,14,0.32,0.28812310981354283
1947-01-15,74,15,-0.52,-0.36167035132460557
1947-01-16,75,15,-0.09,0.449618822533715
1947-01-17,76,15,1.7,1.354479766786354
1947-01-20,77,15,-1.1,-0.06069586024253226
1947-01-21,78,15,-0.33,1.7582196852737875
1947-01-22,79,16,0.29,2.768961508173562
1947-01-23,80,16,0.81,3.660466109949545
1947-01-24,81,16,0.28,2.6527559940111134
1947-01-27,82,16,0.7,2.7448855117560678
1947-01-28,83,16,0.66,2.346965895573483
1947-01-29,84,17,1.16,1.7674132375119278
1947-01-30,85,17,-0.17,0.841889115541683
1947-01-31,86,17,0.37,0.8317877543160268
1947-02-03,87,17,0.31,1.8866186514170824
1947-02-04,88,17,0.09,0.8607440144124512
1947-02-05,89,18,0.24,1.2235161978992437
1947-02-06,90,18,-0.18,0.9811614105139865
1947-02-07,91,18,1.42,0.12127374071899677
1947-02-10,92,18,-0.7,-1.4681095241455
1947-02-11,93,18,0.45,-0.6246844797902384
1947-02-12,94,19,0.0,-1.2083722464096947
1947-02-13,95,19,-1.03,-1.978946942887705
1947-02-14,96,19,-0.19,-0.7508363458297973
1947-02-17,97,19,0.15,-0.19398300802463408
1947-02-18,98,19,-0.14,-1.021132225232202
