time,close,5-day
1998-01-02,67.571422848,
1998-01-05,67.8420972,-0.05022596548890701
1998-01-06,67.064775984,-0.037749360613810734
1998-01-07,66.960670464,-0.01459174169512567
1998-01-08,66.474844704,-0.006944444444444531
1998-01-09,64.177582896,-0.008770098141574478
1998-01-12,65.281101408,0.04066183627122322
1998-01-13,66.086184096,0.023070380608122498
1998-01-14,66.495665808,0.029195547153959334
1998-01-15,65.891853792,0.014090387224715561
1998-01-16,66.787161264,0.014324836738992985
1998-01-19,66.787161264,-0.00592330873947855
1998-01-20,68.0156064,-0.004988049464823896
1998-01-21,67.432615488,-0.010204081632652962
1998-01-22,66.83574384,0.007410456978180324
1998-01-23,66.391560288,0.02544132917964692
1998-01-26,66.4540236,0.027702278904453426
1998-01-27,67.3215696,0.04699738903394257
1998-01-28,67.932321984,0.038041237113402016
1998-01-29,68.536134,0.02809562729873316
1998-01-30,68.230757808,0.016506329113924023
1998-02-02,69.5771892,0.030210558437595347
1998-02-03,69.882565392,0.00887780548628414
1998-02-04,69.840923184,0.013506803058893624
1998-02-05,69.667413984,0.014906091622776563
1998-02-06,70.292047104,0.02271368798565443
1998-02-09,70.194881952,0.008688783570300007
1998-02-10,70.82645544,0.010085030650583304
1998-02-11,70.881978384,0.002841744243017974
1998-02-12,71.249817888,0.012533046117693125
1998-02-13,70.902799488,0.003311903370348812
1998-02-16,70.902799488,0.013703993735317166
1998-02-17,71.027726112,0.018010963194988294
1998-02-18,71.770345488,0.008305647840531671
1998-02-19,71.4857904,0.010347161783192949
1998-02-20,71.874451008,0.020000000000000018
1998-02-23,72.1798272,0.015836230204712365
1998-02-24,71.617657392,0.007788461538461355
1998-02-25,72.512964864,0.02151371256904744
1998-02-26,72.915506208,0.004689892802450357
1998-02-27,73.01267136,-0.01246906529602132
1998-03-02,72.741997008,0.005228136882129419
1998-03-03,73.158419088,0.006010876824730449
1998-03-04,72.853042896,0.011858457451854765
1998-03-05,72.006318,0.021720491569019673
1998-03-06,73.3943916,0.033734939759036076
1998-03-09,73.179240192,0.013900709219858198
1998-03-10,74.025965088,0.026934749620637577
1998-03-11,74.4354468,0.016969810613163272
1998-03-12,74.4354468,0.014265734265734409
1998-03-13,74.414625696,0.019487179487179596
1998-03-16,75.150304704,0.028879971966525808
1998-03-17,75.282171696,0.014176873935459744
1998-03-18,75.497323104,0.02247818052902839
1998-03-19,75.885983712,0.015876606861263687
1998-03-20,76.563718,0.010123327713791097
1998-03-23,76.2157011,-0.004272727272727206
1998-03-24,76.974377942,-0.0014611872146118587
1998-03-25,76.695964422,-0.004521204448865279
1998-03-26,76.654202394,0.007169434612941394
1998-03-27,76.236582114,0.017252338145827606
1998-03-30,76.104335692,0.024285583858303594
1998-03-31,76.626361042,0.02661423083958292
1998-04-01,77.245831124,0.008265964211100041
1998-04-02,77.976666614,-0.0076590376644442015
1998-04-03,78.088032022,-0.009193965901990397
1998-04-06,78.12979405,-0.010607005972011585
1998-04-07,77.2597518,-0.011135857461024412
1998-04-08,76.654202394,0.006216216216216264
1998-04-09,77.2597518,0.01716153636611284
1998-04-10,77.2597518,-0.0008108108108109136
1998-04-13,77.2597518,0.0109909909909911
1998-04-14,77.740015122,0.012702702702702684
1998-04-15,77.969706276,0.00841615184886746
1998-04-16,77.197108758,0.008748437778967944
1998-04-17,78.108913036,0.010639257055270024
1998-04-20,78.241159458,-0.011940830511495304
1998-04-21,78.394286894,-0.03398274174895466
1998-04-22,78.6518194,-0.03551451655864346
1998-04-23,78.018428642,-0.030707964601769833
1998-04-24,77.176227744,-0.005798911588901778
1998-04-27,75.582310342,0.011814574314574111
1998-04-28,75.610151694,0.03370476102771902
1998-04-29,76.236582114,0.02789284727975705
1998-04-30,77.566006672,0.008856021181411489
1998-05-01,78.088032022,-0.01660086145010775
1998-05-04,78.12979405,-0.010607005972011585
1998-05-05,77.719134108,-0.012383073496659236
1998-05-06,76.9117349,-0.0001791151710551775
1998-05-07,76.278344142,0.014117647058823568
1998-05-08,77.2597518,0.021717309973537935
1998-05-11,77.162307068,0.0
